"0,1-HhIndex","2,1-HhIndex","3,1-HhIndex"
240,2,0
40,2,0
240,28,140
240,4,5
240,14,35
240,2,0
240,6,9
240,2,0
240,2,0
240,12,32
240,38,256
240,8,15
240,40,308
240,2,0
240,6,9
240,27,119
240,12,35
550,48,388
240,14,35
240,6,9
240,0,0
240,4,5
240,2,0
240,6,9
240,0,0
240,0,0
240,2,0
240,0,0
240,2,0
240,2,0
240,38,281
240,4,5
405,47,388
240,2,0
240,16,51
240,10,20
240,6,9
240,16,48
240,35,250
240,8,14
240,4,5
240,0,0
240,6,11
240,43,321
240,0,0
240,4,5
240,30,163
240,2,0
240,2,0
240,8,14
240,4,5
240,16,49
240,10,20
240,0,0
240,18,70
240,40,290
240,16,52
240,40,332
240,12,27
240,0,0
240,12,30
240,10,26
240,8,14
240,2,0
240,4,5
240,17,53
240,6,9
240,2,0
240,0,0
240,32,191
240,0,0
240,2,0
240,10,19
240,16,60
240,30,163
240,36,224
240,2,0
240,4,5
240,0,0
240,28,131
240,0,0
240,8,14
240,34,200
240,40,297
240,12,35
240,42,310
240,13,34
240,8,14
240,0,0
240,2,0
240,16,45
240,16,50
240,6,9
240,6,9
240,6,9
240,26,116
240,32,179
240,9,15
240,4,5
240,15,43
240,8,14
240,10,20
240,0,0
240,2,0
240,25,96
240,34,212
240,17,61
240,15,42
240,0,0
240,0,0
240,16,49
240,10,19
240,8,19
240,4,5
240,26,111
240,2,0
240,0,0
240,0,0
240,6,7
240,2,0
240,16,61
240,2,0
240,26,114
240,14,35
240,8,19
240,4,5
240,6,9
240,21,81
240,14,41
240,0,0
240,2,0
240,8,14
240,6,9
240,2,0
240,2,0
240,10,20
240,10,20
240,0,0
240,0,0
240,8,14
240,16,52
240,6,9
240,0,0
240,2,0
240,3,0
240,7,15
240,8,14
240,23,90
240,10,25
240,0,0
309,46,385
240,2,0
240,16,44
240,17,61
240,4,5
240,4,5
240,16,43
240,2,0
240,2,0
240,10,25
240,16,44
240,6,9
240,4,5
240,0,0
240,4,5
240,2,0
240,8,14
240,2,0
240,30,165
240,10,25
240,0,0
240,46,360
240,2,0
240,0,0
240,0,0
240,10,19
240,0,0
240,8,14
240,16,61
240,0,0
240,0,0
240,10,19
240,4,5
240,6,9
240,16,53
240,4,5
240,0,0
240,2,0
240,8,16
240,6,9
240,0,0
240,16,61
240,14,35
240,0,0
240,6,15
240,0,0
240,2,0
240,2,0
240,8,17
240,33,200
240,2,0
240,0,0
240,8,14
240,6,9
240,10,20
240,22,90
240,6,11
240,4,5
240,0,0
240,4,5
240,0,0
240,4,6
240,40,312
240,16,53
240,4,5
240,8,14
240,40,280
240,17,54
240,8,14
240,31,171
240,6,9
240,2,0
240,16,44
240,0,0
240,0,0
240,6,9
240,2,0
240,6,9
240,10,22
240,4,5
240,0,0
240,2,0
240,4,5
240,16,50
240,6,12
240,28,137
240,0,0
240,36,257
240,18,65
240,2,0
240,0,0
240,2,0
105,28,133
104,28,129
550,28,144
405,28,144
144,28,140
98,28,121
135,27,114
70,20,70
60,28,117
48,27,113
121,28,125
40,2,0
41,8,14
309,28,144
41,10,25
44,23,86
203,28,144
40,2,0
41,6,9
125,28,140
41,8,15
94,26,103
41,8,14
41,14,33
40,0,0
41,8,14
41,10,20
41,6,9
40,0,0
40,6,9
40,4,5
40,4,5
40,2,0
40,2,0
40,0,0
40,0,0
41,8,14
40,2,0
40,4,5
144,4,5
18,4,5
550,14,38
405,14,35
144,14,35
13,8,14
120,14,35
142,14,38
309,14,35
79,14,38
13,6,9
135,2,0
405,6,11
120,6,11
10,6,9
15,4,5
6,2,0
2,2,0
405,2,0
20,2,0
26,6,9
550,14,43
405,12,30
97,11,25
30,13,41
28,12,36
26,5,7
26,6,9
31,10,19
26,4,5
93,14,70
41,10,19
26,4,5
29,14,56
26,12,30
25,2,0
30,10,26
25,12,34
26,10,26
25,12,34
25,12,27
25,12,34
25,12,34
24,10,20
108,37,274
550,40,276
104,6,9
105,36,228
405,40,276
105,36,229
144,36,210
106,37,256
135,38,254
104,17,53
105,36,228
104,28,120
105,32,158
122,34,194
105,36,202
104,14,40
104,15,43
143,27,114
104,28,125
104,10,20
309,40,274
104,17,59
104,16,53
105,30,152
203,40,274
105,31,149
126,39,259
105,37,244
104,18,53
104,2,0
104,16,44
106,36,225
104,14,34
104,6,9
104,8,14
104,8,21
104,8,14
104,8,14
104,6,9
104,13,45
105,31,175
104,2,0
104,6,9
104,12,27
104,2,0
104,2,0
104,8,19
104,8,14
104,4,5
104,8,14
104,6,9
104,9,17
104,2,0
104,4,5
104,2,0
104,13,33
104,6,9
104,4,5
104,6,9
104,4,5
104,6,9
104,7,13
104,4,5
104,2,0
104,4,5
104,4,5
104,2,0
104,4,5
104,2,0
104,6,9
104,6,9
104,2,0
104,2,0
104,2,0
104,4,5
104,2,0
104,0,0
104,0,0
104,4,5
104,2,0
104,4,5
104,2,0
104,0,0
104,4,5
104,2,0
104,0,0
104,2,0
104,4,5
104,0,0
104,0,0
104,2,0
104,0,0
104,2,0
104,0,0
104,2,0
104,0,0
104,2,0
104,0,0
104,4,5
104,2,0
104,2,0
104,0,0
104,0,0
550,8,15
10,6,9
9,4,5
19,6,13
11,6,13
9,0,0
9,0,0
9,0,0
550,42,324
105,38,284
405,42,324
103,18,57
104,36,269
103,8,14
144,37,232
103,9,21
106,40,309
135,39,307
104,36,228
104,28,140
104,32,172
122,34,199
104,37,230
103,13,37
103,27,123
104,32,200
103,2,0
143,26,122
103,15,42
103,28,118
103,16,58
103,8,14
103,24,100
309,42,316
103,17,53
103,16,43
103,16,44
104,30,158
103,10,25
203,42,305
103,14,35
104,32,190
103,8,14
103,22,105
126,40,301
105,40,288
103,18,64
103,16,44
106,36,268
103,8,14
103,14,35
103,10,20
104,32,205
103,15,42
103,6,9
103,19,64
103,6,9
103,4,5
103,6,9
103,4,5
103,10,20
103,17,70
103,6,9
103,10,19
103,8,14
103,18,68
103,9,19
103,2,0
103,6,9
103,4,5
103,4,5
103,4,5
103,10,20
103,4,5
103,8,14
103,15,60
103,4,5
103,10,20
103,2,0
103,6,9
103,4,5
103,6,9
103,2,0
103,2,0
103,2,0
103,0,0
103,6,9
103,0,0
103,4,5
103,0,0
103,2,0
103,0,0
103,6,9
103,2,0
103,0,0
103,2,0
103,0,0
103,0,0
103,0,0
103,4,5
103,2,0
103,0,0
103,2,0
103,2,0
103,0,0
103,14,35
103,14,35
103,0,0
103,14,35
405,2,0
405,6,9
120,6,9
9,6,9
550,34,216
405,34,216
144,30,139
70,32,184
69,33,210
65,32,196
120,34,210
70,32,190
45,30,191
142,34,201
44,30,140
309,33,192
64,15,42
125,19,61
80,32,190
42,28,114
44,30,147
40,10,20
45,30,144
42,20,65
43,30,161
40,10,20
40,10,26
42,28,117
39,10,20
39,10,20
40,8,14
50,32,187
39,6,9
39,6,9
39,6,9
39,2,0
39,2,0
39,0,0
39,4,5
39,4,5
39,4,5
39,0,0
39,0,0
550,12,35
405,12,35
19,8,14
69,12,27
120,12,35
13,8,14
13,8,19
309,12,27
13,6,9
79,12,27
550,14,35
550,6,9
550,4,5
550,2,0
550,40,299
550,4,5
550,54,464
550,17,58
550,10,23
550,6,9
550,18,57
550,38,269
550,6,11
550,46,360
550,4,5
550,37,262
550,8,19
550,4,5
550,16,49
550,18,70
550,41,309
550,16,52
550,43,352
550,12,27
550,12,27
550,10,26
550,4,5
550,40,295
550,10,23
550,18,69
550,37,257
550,37,239
550,28,140
550,34,221
550,44,385
550,12,35
550,45,388
550,16,51
550,16,60
550,6,9
550,28,137
550,32,197
550,10,23
550,8,14
550,32,203
550,43,316
550,19,90
550,16,46
550,17,75
550,11,25
550,8,14
550,28,134
550,6,9
550,2,0
550,32,178
550,14,35
550,8,19
550,4,5
550,22,99
550,14,41
550,6,9
550,10,23
550,10,20
550,16,57
550,7,15
550,8,17
550,24,101
550,10,25
550,52,454
550,4,5
550,16,51
550,10,25
550,16,44
550,4,5
550,2,0
550,8,16
550,31,178
550,10,25
550,50,421
550,16,61
550,13,42
550,6,9
550,16,53
550,4,5
550,2,0
550,8,16
550,16,61
550,14,35
550,2,0
550,35,205
550,10,20
550,22,94
550,43,329
550,16,53
550,8,15
550,42,300
550,18,64
550,38,276
550,6,9
550,16,44
550,6,9
550,2,0
550,12,26
550,4,5
550,16,52
550,8,14
550,31,177
550,38,275
550,19,71
550,14,48
550,8,14
550,11,32
550,6,9
550,6,9
550,2,0
550,2,0
550,8,14
550,8,14
550,8,14
550,8,14
550,4,5
550,4,5
550,13,33
550,10,30
550,8,14
550,10,20
550,18,84
550,2,0
550,6,9
550,4,5
550,8,14
550,2,0
550,2,0
550,30,153
550,14,35
550,7,13
550,2,0
550,6,9
550,10,26
550,10,26
550,32,177
550,11,26
550,4,5
550,4,5
550,4,5
550,32,189
550,20,75
550,8,14
550,10,20
550,8,14
550,4,5
550,31,161
550,10,20
550,24,117
550,12,27
550,4,5
550,2,0
550,6,13
550,6,9
550,10,20
550,8,14
550,12,33
550,4,6
550,2,0
550,12,39
550,2,0
550,10,20
550,6,9
550,10,20
550,10,26
550,16,47
550,10,26
550,6,9
550,16,60
550,2,0
550,4,6
550,35,220
550,28,130
550,12,27
550,6,9
550,16,53
550,18,66
550,6,9
550,5,6
550,4,5
550,10,24
550,4,5
550,14,35
550,14,45
550,8,15
550,10,20
550,10,20
550,4,5
550,10,20
550,16,50
550,4,5
550,19,66
550,2,0
550,4,5
550,6,9
550,11,29
550,2,0
550,4,6
550,12,36
550,6,9
550,4,5
550,12,45
550,2,0
550,6,9
550,10,27
550,4,5
550,36,250
550,4,5
550,14,35
550,10,26
550,2,0
550,4,5
550,6,9
550,11,26
550,4,5
550,15,50
550,4,5
550,8,17
550,11,29
550,12,32
550,11,26
550,2,0
550,4,5
550,4,5
550,2,0
550,8,14
550,8,14
550,2,0
550,6,9
550,0,0
550,0,0
550,2,0
550,4,5
550,2,0
550,8,14
550,2,0
550,2,0
550,0,0
550,4,5
550,8,14
550,2,0
550,2,0
550,2,0
550,3,0
550,2,0
550,2,0
550,8,14
550,6,9
550,2,0
550,0,0
550,0,0
550,0,0
550,2,0
550,0,0
550,0,0
550,0,0
550,0,0
550,0,0
550,4,5
550,6,9
550,4,5
550,0,0
550,0,0
550,6,9
550,0,0
550,0,0
550,4,5
550,0,0
550,10,24
550,2,0
550,0,0
550,8,14
550,6,13
550,2,0
550,4,5
550,4,5
550,0,0
550,2,0
550,4,5
550,8,14
550,4,5
550,2,0
550,2,0
550,2,0
550,2,0
550,2,0
550,4,5
550,0,0
550,0,0
550,4,5
550,2,0
550,0,0
550,0,0
550,0,0
550,2,0
550,2,0
550,9,19
550,0,0
550,0,0
550,0,0
550,4,5
550,4,5
550,2,0
550,0,0
550,10,20
550,4,5
550,0,0
550,20,80
550,2,0
550,6,9
550,0,0
550,0,0
550,6,9
550,0,0
550,2,0
550,2,0
550,0,0
550,2,0
550,2,0
550,2,0
550,0,0
550,2,0
550,6,9
550,4,5
550,0,0
550,0,0
550,0,0
550,0,0
550,0,0
550,0,0
550,0,0
550,2,0
550,8,19
550,9,17
550,0,0
550,0,0
550,4,5
550,0,0
550,4,5
550,0,0
550,0,0
550,2,0
550,10,20
550,0,0
550,0,0
550,6,9
550,0,0
550,0,0
550,2,0
550,0,0
550,0,0
550,0,0
550,4,5
550,0,0
550,0,0
550,12,27
550,0,0
550,0,0
550,0,0
550,0,0
550,0,0
550,0,0
550,0,0
550,0,0
550,0,0
550,2,0
550,2,0
550,8,14
550,2,0
550,0,0
550,0,0
550,9,19
550,0,0
550,6,9
550,4,5
550,0,0
550,8,14
550,0,0
550,0,0
550,0,0
550,6,9
550,0,0
550,0,0
550,0,0
550,2,0
550,4,5
550,0,0
550,2,0
550,2,0
550,0,0
550,0,0
550,2,0
550,2,0
550,2,0
550,2,0
550,6,9
550,2,0
550,0,0
550,0,0
550,10,23
550,2,0
550,2,0
550,0,0
550,12,27
550,0,0
550,0,0
550,2,0
550,2,0
550,2,0
550,0,0
550,2,0
550,2,0
550,4,5
550,2,0
550,2,0
550,6,9
550,2,0
550,0,0
550,4,5
550,0,0
550,0,0
550,0,0
550,0,0
550,0,0
550,4,5
550,12,27
550,10,24
550,2,0
550,4,5
550,0,0
550,0,0
550,0,0
550,0,0
550,12,27
550,2,0
550,6,9
550,2,0
550,4,5
550,6,9
550,4,5
550,0,0
550,2,0
550,0,0
550,6,9
550,16,46
550,10,20
550,0,0
550,6,9
550,8,14
550,2,0
550,0,0
550,2,0
550,2,0
550,2,0
550,2,0
550,6,9
550,4,5
550,0,0
550,4,5
550,2,0
550,2,0
550,2,0
550,0,0
550,0,0
550,2,0
550,10,20
550,0,0
550,0,0
550,4,5
550,2,0
550,8,15
550,6,9
550,6,9
550,4,5
550,8,17
550,0,0
550,0,0
550,0,0
550,0,0
550,0,0
550,0,0
550,0,0
550,6,9
550,0,0
550,0,0
550,6,9
550,9,19
550,0,0
550,0,0
550,0,0
550,0,0
550,2,0
550,4,5
550,0,0
550,2,0
550,0,0
550,0,0
550,0,0
550,0,0
550,8,14
550,6,9
550,0,0
550,4,5
550,0,0
550,2,0
550,10,28
550,4,5
550,2,0
550,0,0
550,4,5
550,2,0
550,0,0
550,10,23
550,4,5
550,2,0
550,0,0
550,8,14
550,0,0
550,0,0
550,0,0
550,4,5
550,4,5
550,0,0
550,4,5
550,2,0
550,2,0
550,2,0
550,0,0
550,0,0
550,0,0
550,0,0
550,12,36
550,4,5
550,2,0
550,2,0
550,0,0
550,6,9
144,14,35
16,14,35
309,14,35
203,14,35
17,14,35
17,14,35
203,6,9
405,4,5
4,2,0
405,2,0
405,6,9
97,6,9
203,6,9
5,2,0
405,2,0
3,2,0
8,2,0
405,39,299
87,10,20
88,17,50
89,36,255
144,36,218
100,38,271
135,38,281
87,11,25
87,17,53
87,2,0
89,20,66
89,36,199
88,28,140
89,31,145
121,33,183
89,37,231
87,14,40
88,27,124
88,32,190
88,20,81
87,10,20
88,24,100
87,10,25
309,40,289
87,2,0
88,17,61
88,29,129
203,39,279
89,32,185
87,8,14
88,22,101
87,4,5
126,39,281
92,38,275
88,16,44
97,36,250
87,4,5
87,2,0
87,4,5
87,8,14
87,13,39
89,32,175
87,13,34
87,10,24
88,14,35
88,19,69
87,15,50
87,4,5
87,10,24
87,8,14
87,6,9
87,10,20
87,4,5
87,8,14
87,4,5
87,8,14
87,8,14
87,8,14
87,4,5
87,13,37
87,4,5
87,4,5
87,4,5
87,4,5
87,4,5
87,8,15
87,5,7
87,6,11
87,6,9
87,4,5
87,2,0
87,2,0
87,4,5
87,2,0
87,2,0
87,0,0
87,2,0
87,0,0
87,0,0
87,4,5
87,2,0
87,0,0
87,0,0
87,0,0
4,4,5
3,0,0
405,18,63
405,10,20
405,37,269
405,46,360
405,38,262
405,2,0
405,9,21
405,16,49
405,10,26
405,18,70
405,41,309
405,43,352
405,12,27
405,10,26
405,8,14
405,17,53
405,40,295
405,11,28
405,18,69
405,38,257
405,37,239
405,28,138
405,34,221
405,44,385
405,12,32
405,46,388
405,8,14
405,15,40
405,6,9
405,28,124
405,32,194
405,16,51
405,8,14
405,32,203
405,43,316
405,18,85
405,15,42
405,17,75
405,8,19
405,4,5
405,28,127
405,2,0
405,16,58
405,32,178
405,14,35
405,8,19
405,6,9
405,22,98
405,14,41
405,8,14
405,2,0
405,4,5
405,10,23
405,10,20
405,8,14
405,16,57
405,8,17
405,24,101
405,52,454
405,17,61
405,4,5
405,16,51
405,16,44
405,4,5
405,2,0
405,30,172
405,50,421
405,12,28
405,4,5
405,6,9
405,8,14
405,6,9
405,14,35
405,7,15
405,8,17
405,34,207
405,6,9
405,10,20
405,22,100
405,6,11
405,4,6
405,43,329
405,42,300
405,8,14
405,38,276
405,6,9
405,6,9
405,10,25
405,16,52
405,30,177
405,38,275
405,19,71
405,8,14
405,14,48
405,8,14
405,12,32
405,8,14
405,8,14
405,8,14
405,14,35
405,4,5
405,4,5
405,4,5
405,0,0
405,9,24
405,12,32
405,4,5
405,10,30
405,2,0
405,8,14
405,5,6
405,11,25
405,0,0
405,10,20
405,19,84
405,0,0
405,0,0
405,2,0
405,0,0
405,6,9
405,0,0
405,4,5
405,8,14
405,2,0
405,2,0
405,8,14
405,30,153
405,0,0
405,0,0
405,4,5
405,4,5
405,0,0
405,14,35
405,4,5
405,0,0
405,2,0
405,0,0
405,7,13
405,2,0
405,15,46
405,6,9
405,2,0
405,4,5
405,10,26
405,10,26
405,32,177
405,11,26
405,8,24
405,4,5
405,4,5
405,0,0
405,4,5
405,8,14
405,4,5
405,2,0
405,32,189
405,20,69
405,8,14
405,0,0
405,10,25
405,8,14
405,2,0
405,0,0
405,4,5
405,0,0
405,31,161
405,2,0
405,4,5
405,4,5
405,4,5
405,10,20
405,0,0
405,0,0
405,24,117
405,12,27
405,5,6
405,0,0
405,2,0
405,2,0
405,2,0
405,4,5
405,6,13
405,6,9
405,10,20
405,8,14
405,12,33
405,2,0
405,0,0
405,4,5
405,2,0
405,2,0
405,6,9
405,12,39
405,2,0
405,10,20
405,2,0
405,6,13
405,10,20
405,8,14
405,10,26
405,4,5
405,6,9
405,2,0
405,8,19
405,16,44
405,12,34
405,2,0
405,2,0
405,4,5
405,0,0
405,0,0
405,2,0
405,2,0
405,0,0
405,2,0
405,6,9
405,0,0
405,0,0
405,6,9
405,14,47
405,4,5
405,2,0
405,9,19
405,2,0
405,4,6
405,13,39
405,2,0
405,2,0
405,4,5
405,34,216
405,28,130
405,4,5
405,2,0
405,2,0
405,4,5
405,2,0
405,0,0
405,2,0
405,2,0
405,2,0
405,8,19
405,0,0
405,0,0
405,7,13
405,8,14
405,0,0
405,4,5
405,0,0
405,10,20
405,12,27
405,0,0
405,6,9
405,6,9
405,2,0
405,2,0
405,16,50
405,0,0
405,0,0
405,18,66
405,4,5
405,0,0
405,2,0
405,0,0
405,6,13
405,5,6
405,4,5
405,13,35
405,10,19
405,2,0
405,4,5
405,2,0
405,4,5
405,2,0
405,0,0
405,0,0
405,14,35
405,2,0
405,6,9
405,4,5
405,2,0
405,4,5
405,2,0
405,12,31
405,0,0
405,2,0
405,2,0
405,2,0
405,4,5
405,8,14
405,4,6
405,0,0
405,10,20
405,6,9
405,0,0
405,0,0
405,2,0
405,10,20
405,10,20
405,0,0
405,6,11
405,0,0
405,0,0
405,10,20
405,16,50
405,4,5
405,4,5
405,2,0
405,6,9
405,8,19
405,19,69
405,2,0
405,0,0
405,2,0
405,2,0
405,4,5
405,0,0
405,6,9
405,2,0
405,8,19
405,12,31
405,2,0
405,0,0
405,4,5
405,2,0
405,4,5
405,12,36
405,6,9
405,6,9
405,4,5
405,4,5
405,12,37
405,4,5
405,2,0
405,6,9
405,10,22
405,2,0
405,0,0
405,2,0
405,4,5
405,2,0
405,0,0
405,2,0
405,4,5
405,6,9
405,8,14
405,2,0
405,0,0
405,4,5
405,4,5
405,2,0
405,2,0
405,8,14
405,0,0
405,0,0
405,2,0
405,36,250
405,0,0
405,4,5
405,14,42
405,12,35
405,2,0
405,4,5
405,2,0
405,6,9
405,6,9
405,4,5
405,11,26
405,4,5
405,15,47
405,0,0
405,2,0
405,2,0
405,4,5
405,6,9
405,0,0
405,8,17
405,0,0
405,11,29
405,12,32
405,10,23
405,2,0
405,4,5
405,2,0
405,0,0
405,4,5
405,0,0
405,4,5
405,2,0
203,2,0
144,16,43
18,10,26
68,17,56
120,17,52
142,17,59
21,14,34
36,16,51
18,6,9
43,15,48
14,2,0
14,0,0
144,10,23
309,10,23
21,6,9
8,2,0
18,6,9
6,4,5
21,4,5
135,17,50
22,4,5
309,17,50
30,12,27
85,17,50
25,12,30
94,17,50
41,16,45
21,2,0
21,8,19
21,8,14
22,2,0
21,4,5
22,2,0
21,0,0
21,0,0
21,0,0
144,34,187
54,16,44
99,36,254
135,37,251
63,34,197
55,28,128
121,31,148
73,36,210
56,32,161
55,28,118
55,24,88
53,10,25
309,38,257
54,17,60
57,29,129
53,10,25
203,37,245
66,32,175
55,22,105
52,4,5
125,38,256
86,36,259
54,18,57
94,36,239
52,6,9
58,30,175
53,10,24
53,6,9
52,2,0
54,17,70
53,10,24
53,6,9
53,8,14
53,12,27
52,6,9
52,10,20
53,14,53
52,10,20
52,2,0
52,4,5
52,14,35
52,14,35
52,14,35
52,2,0
52,2,0
52,0,0
52,0,0
32,8,15
309,8,15
203,8,15
8,6,9
4,4,5
9,4,5
203,6,9
15,6,9
144,34,185
144,16,43
144,18,70
144,36,217
144,16,52
146,39,274
144,35,222
144,18,69
144,34,196
144,35,194
144,32,206
145,42,325
144,12,32
144,42,302
144,15,41
144,15,45
144,6,9
144,29,141
144,16,51
148,38,242
144,18,74
144,29,136
144,14,35
144,21,89
144,14,41
144,16,57
144,10,20
309,46,360
144,16,44
144,8,16
144,30,159
203,46,345
144,16,61
144,16,53
144,6,9
144,16,61
144,14,35
145,38,249
144,16,53
144,37,215
144,34,188
144,16,44
144,6,9
144,30,155
144,33,193
144,19,69
144,4,5
144,18,84
144,14,35
144,30,140
144,7,13
144,30,147
144,10,20
144,4,5
144,6,13
144,10,20
144,6,13
144,2,0
144,15,44
144,4,5
144,14,35
144,10,20
144,16,50
144,12,27
144,6,9
144,32,173
144,14,35
144,2,0
144,10,26
144,10,23
144,2,0
144,4,5
144,2,0
144,4,5
144,18,71
144,2,0
144,4,5
144,4,5
144,8,14
144,2,0
144,6,9
144,2,0
144,6,9
144,6,9
144,6,9
144,9,23
144,4,5
144,2,0
144,2,0
144,4,5
144,2,0
144,14,33
144,7,11
144,2,0
144,8,14
144,2,0
144,2,0
144,0,0
144,0,0
144,2,0
144,0,0
144,2,0
144,0,0
144,0,0
144,0,0
144,0,0
144,0,0
144,0,0
144,0,0
144,2,0
144,0,0
144,0,0
144,2,0
144,0,0
144,0,0
144,0,0
144,0,0
144,2,0
144,0,0
144,0,0
144,0,0
144,0,0
144,2,0
144,0,0
144,2,0
144,0,0
144,2,0
144,0,0
144,0,0
144,0,0
144,0,0
203,4,5
7,0,0
7,0,0
7,0,0
7,0,0
7,0,0
135,26,124
75,34,240
73,34,225
72,23,84
121,34,240
77,34,213
70,30,183
143,36,255
70,19,85
69,16,61
309,36,240
203,34,205
69,13,42
82,34,260
69,10,20
70,30,153
70,19,71
69,4,5
70,28,137
69,10,26
70,30,153
70,31,167
70,20,72
70,30,146
70,24,109
69,6,9
69,12,33
69,12,39
69,16,60
71,18,53
70,28,130
69,12,27
69,14,45
69,10,20
69,12,36
70,33,224
69,8,14
69,8,14
69,8,14
69,8,14
69,8,14
69,6,9
69,2,0
69,2,0
69,4,5
69,4,5
69,2,0
69,12,27
69,15,42
69,8,14
69,6,9
69,2,0
69,0,0
69,0,0
69,2,0
69,4,5
69,0,0
69,0,0
69,2,0
69,0,0
69,0,0
69,0,0
69,2,0
69,2,0
25,8,19
37,8,14
18,4,5
135,16,49
18,14,39
309,16,45
203,16,45
15,10,20
41,14,41
14,8,14
15,8,19
68,10,26
120,10,26
142,10,26
9,4,5
41,10,20
135,18,70
22,16,44
44,16,44
20,16,44
309,18,70
203,18,70
85,16,53
135,39,292
97,17,53
99,36,228
98,27,125
99,32,172
122,34,187
99,37,230
97,16,58
97,6,9
98,27,129
98,32,200
97,8,15
143,25,105
98,28,134
97,16,58
97,10,20
97,8,14
98,24,101
309,42,300
97,17,60
97,17,61
97,10,20
98,16,44
203,41,288
99,32,178
98,22,105
97,4,6
126,40,286
100,40,274
97,18,53
102,36,268
97,14,34
97,4,5
97,12,29
97,8,14
97,16,44
97,6,9
97,8,14
98,32,205
97,2,0
97,6,9
97,15,40
97,2,0
97,4,6
98,19,64
97,4,5
97,4,5
97,17,70
97,4,5
97,2,0
97,4,5
97,10,20
97,18,68
97,9,17
97,10,20
97,6,9
97,10,23
97,2,0
97,6,9
97,10,20
97,10,20
97,10,23
97,12,27
97,2,0
97,6,9
97,2,0
97,2,0
97,6,9
97,6,9
97,15,60
97,2,0
97,4,5
97,6,9
97,14,35
97,14,35
97,14,35
97,4,5
97,2,0
97,0,0
97,0,0
97,2,0
97,2,0
97,0,0
97,0,0
97,0,0
97,0,0
97,0,0
309,16,52
203,16,52
17,16,52
17,16,44
17,16,52
17,16,44
10,0,0
135,12,27
135,10,25
135,18,69
135,26,105
135,36,220
135,28,140
135,32,190
135,39,262
135,16,60
135,27,137
135,32,197
135,9,18
144,30,165
135,17,52
135,28,134
135,20,79
135,14,35
135,8,14
135,16,52
135,6,9
135,24,100
309,44,345
135,17,66
135,28,144
203,44,338
135,12,28
135,14,35
135,33,194
