"0,1-HhIndex","2,1-HhIndex","3,1-HhIndex"
135,10,20
135,21,86
136,40,292
135,38,270
135,28,135
135,23,102
135,36,260
135,17,52
135,14,35
135,10,20
135,11,23
135,17,51
135,6,9
135,7,13
135,4,5
135,16,44
135,12,27
135,8,14
135,6,9
135,4,5
135,16,47
135,4,5
135,12,27
135,4,5
135,34,219
135,14,35
135,8,15
135,4,5
135,19,74
135,6,9
135,4,5
135,2,0
135,10,23
135,8,14
135,2,0
135,9,19
135,4,5
135,10,20
135,18,71
135,4,5
135,10,20
135,2,0
135,10,24
135,4,5
135,6,9
135,6,9
135,12,34
135,2,0
135,0,0
135,13,33
135,0,0
135,0,0
135,2,0
135,0,0
135,2,0
135,0,0
135,2,0
135,0,0
135,0,0
135,0,0
135,0,0
135,2,0
135,0,0
135,2,0
135,0,0
135,2,0
135,8,14
135,4,5
135,14,36
135,2,0
135,0,0
135,14,39
135,5,7
135,0,0
135,0,0
135,0,0
135,2,0
135,0,0
135,2,0
135,0,0
135,0,0
135,2,0
135,0,0
135,0,0
135,0,0
135,0,0
135,0,0
135,2,0
135,6,9
135,0,0
135,0,0
135,0,0
135,0,0
142,12,27
309,12,27
203,12,27
4,0,0
18,2,0
20,6,9
22,6,9
19,6,9
309,12,28
203,12,30
93,12,30
18,2,0
24,8,14
20,4,5
18,4,5
18,4,5
18,0,0
18,0,0
26,10,26
26,10,20
203,10,26
85,10,20
120,8,14
309,8,14
2,2,0
203,4,5
59,16,44
68,17,53
20,16,44
125,17,53
93,17,53
16,6,9
14,4,5
13,2,0
13,0,0
10,6,9
6,6,9
203,6,9
73,36,239
71,25,102
121,37,291
77,36,228
68,16,51
69,32,198
143,36,265
68,17,59
69,32,178
309,38,279
70,22,92
203,36,234
125,26,105
87,22,86
82,34,240
69,30,151
68,13,33
68,16,52
68,30,151
68,14,35
68,15,46
69,32,170
68,11,26
69,32,180
68,20,65
68,10,20
68,31,161
67,4,5
69,24,108
67,6,9
67,2,0
68,10,20
68,10,26
68,10,26
67,2,0
68,28,130
68,18,61
68,6,13
68,14,35
68,10,20
67,2,0
67,2,0
69,35,245
68,14,42
67,6,9
68,11,26
68,8,14
67,4,5
68,12,27
67,6,9
67,6,9
67,2,0
67,2,0
67,4,5
67,4,5
67,2,0
67,4,5
67,0,0
67,0,0
203,11,28
15,10,23
19,10,19
17,8,13
8,0,0
142,16,43
28,16,43
21,16,44
309,18,69
203,18,69
24,16,43
18,2,0
18,8,14
18,2,0
17,2,0
17,2,0
121,36,245
74,36,226
62,8,14
64,30,183
143,36,240
64,31,156
309,36,253
203,35,191
125,23,88
82,34,225
65,30,153
63,10,26
62,5,7
62,10,20
62,8,14
63,14,35
64,32,170
62,4,5
64,32,162
63,20,72
62,8,14
64,30,146
62,4,5
63,10,20
64,24,105
62,10,20
62,10,20
63,14,35
64,27,116
63,18,66
63,12,33
65,34,215
63,12,32
62,8,14
62,3,0
62,4,5
62,6,9
62,8,14
63,12,27
62,2,0
62,4,5
63,15,44
62,2,0
62,2,0
62,2,0
62,8,14
62,8,14
63,9,28
62,4,5
62,2,0
62,0,0
62,0,0
62,0,0
62,0,0
62,30,156
121,33,179
73,36,194
59,15,41
60,28,127
59,16,43
309,38,239
59,2,0
203,37,239
66,30,150
59,4,6
125,36,228
87,36,213
81,22,81
59,16,47
95,35,214
59,12,27
59,2,0
59,2,0
59,16,47
61,30,155
59,4,5
59,6,9
59,10,23
59,9,19
59,14,33
59,2,0
59,6,9
59,2,0
59,4,5
59,6,9
59,6,9
59,4,5
59,6,9
59,2,0
59,0,0
59,0,0
59,2,0
59,0,0
59,2,0
59,0,0
59,4,5
59,0,0
59,0,0
59,0,0
59,0,0
59,0,0
59,0,0
203,4,5
93,4,5
30,12,27
309,28,132
39,24,95
203,28,129
35,20,65
125,28,133
86,28,117
94,27,125
28,8,14
31,18,54
28,9,20
30,12,32
28,6,9
28,6,9
28,8,14
28,2,0
28,2,0
28,6,9
28,2,0
17,8,14
309,8,14
8,8,14
93,8,14
121,31,162
43,6,9
48,26,102
143,27,129
309,34,221
203,34,221
125,32,170
86,31,163
80,24,95
43,6,9
44,16,43
51,26,130
43,8,14
43,6,9
43,10,20
43,4,5
43,6,10
43,4,5
43,2,0
43,5,7
43,4,5
43,2,0
43,2,0
43,0,0
43,0,0
43,0,0
43,2,0
43,0,0
43,0,0
43,0,0
121,40,321
120,8,14
120,16,51
120,8,14
120,32,198
143,38,292
120,8,19
120,4,5
120,15,42
120,32,175
120,14,35
120,19,62
120,8,14
120,10,20
309,42,372
121,28,143
203,42,329
120,6,9
120,8,14
120,6,9
120,7,15
120,2,0
120,8,17
120,6,9
128,36,216
121,34,174
120,8,14
121,35,246
120,30,160
121,30,164
120,17,52
120,8,14
120,10,20
120,30,151
120,4,5
120,14,35
120,4,5
120,15,46
120,6,9
120,2,0
120,10,26
120,32,170
120,32,180
120,20,69
120,30,161
120,24,108
120,10,20
120,10,20
120,10,26
120,6,9
120,6,9
120,10,20
120,2,0
120,28,130
120,2,0
120,8,19
120,8,15
120,6,9
120,2,0
120,4,5
120,18,61
120,2,0
120,2,0
120,10,20
120,6,11
120,10,20
120,14,42
120,4,5
120,4,5
120,2,0
120,12,27
120,6,9
120,4,5
120,2,0
120,35,238
120,14,42
120,6,13
120,16,42
120,12,27
120,8,14
120,8,17
120,2,0
120,4,5
120,0,0
120,2,0
120,0,0
120,2,0
120,0,0
120,2,0
120,2,0
120,0,0
120,0,0
120,4,5
120,4,5
120,0,0
120,0,0
120,2,0
120,0,0
67,10,20
23,10,20
17,10,20
203,12,35
12,4,5
12,2,0
11,0,0
71,32,157
69,30,166
143,37,260
67,16,46
69,30,156
67,8,14
69,20,64
309,44,371
68,17,61
67,16,43
67,8,14
67,10,20
203,44,327
67,6,9
73,34,174
69,20,73
126,39,245
88,37,209
84,35,225
67,6,9
70,30,158
95,36,220
68,18,53
67,14,40
67,8,14
68,28,124
67,10,26
69,30,153
69,30,145
67,10,20
71,32,161
69,28,117
67,8,14
67,16,58
67,10,20
66,8,14
70,33,189
67,11,26
67,11,26
68,18,52
67,12,27
67,15,39
66,2,0
66,6,9
66,2,0
66,2,0
66,2,0
66,0,0
66,0,0
309,14,40
62,13,33
125,14,40
13,4,5
18,10,20
14,8,15
13,6,9
13,2,0
9,8,14
3,2,0
20,12,43
18,2,0
309,16,52
203,16,41
93,18,63
25,12,37
25,14,46
19,10,26
19,10,20
18,2,0
18,0,0
18,2,0
18,2,0
27,14,34
28,14,35
309,16,58
125,16,58
18,6,9
25,14,34
13,2,0
309,6,9
203,6,9
93,6,9
5,2,0
93,6,9
38,26,123
32,16,50
31,22,76
309,28,137
203,27,112
125,26,117
86,27,115
94,26,112
26,14,35
43,24,101
30,14,42
34,14,35
36,24,100
309,32,200
203,32,176
64,28,137
125,32,183
86,32,190
94,32,168
33,14,35
47,28,141
32,4,5
35,17,52
32,6,9
32,6,9
32,6,9
31,4,5
31,2,0
31,2,0
31,0,0
32,8,15
12,4,5
12,2,0
17,6,8
21,8,13
203,4,5
4,4,5
142,15,43
35,16,51
203,16,51
85,14,35
43,14,35
11,2,0
11,0,0
26,10,20
309,10,22
203,10,20
125,10,22
85,10,20
12,4,5
142,32,198
42,29,126
309,30,178
63,14,35
79,31,189
28,5,7
39,28,125
41,30,132
42,30,130
33,20,72
39,30,161
36,23,88
27,4,5
37,28,130
28,4,5
48,30,185
29,12,27
31,15,42
27,0,0
142,13,31
142,17,75
142,12,27
142,32,178
142,14,35
309,40,305
143,23,91
203,39,258
142,2,0
142,10,24
143,36,255
142,30,163
142,4,5
142,8,14
142,18,75
142,30,151
142,14,35
142,4,5
142,14,42
142,10,26
142,10,20
142,32,170
142,11,26
142,7,13
142,32,180
142,20,75
142,8,14
142,4,5
142,31,161
142,24,117
142,10,20
142,12,33
142,12,39
142,2,0
142,6,13
142,10,26
142,2,0
142,4,5
142,22,83
142,28,130
142,4,5
142,2,0
142,8,19
142,12,27
142,18,66
142,14,35
142,2,0
142,11,25
142,10,20
142,10,20
142,14,34
142,12,36
142,6,9
142,12,39
142,10,27
142,36,245
142,4,5
142,14,42
142,11,26
142,8,17
142,12,32
142,2,0
142,4,5
142,2,0
142,4,5
142,8,14
142,6,9
142,6,13
142,2,0
142,4,5
142,2,0
142,2,0
142,6,9
142,2,0
142,6,9
142,4,5
142,9,19
142,2,0
142,2,0
142,2,0
142,2,0
142,12,27
142,2,0
142,2,0
142,12,27
142,2,0
142,2,0
142,15,46
142,8,14
142,2,0
142,4,5
142,8,14
142,4,5
142,8,17
142,6,9
142,4,5
142,9,19
142,4,5
142,4,5
142,4,5
142,2,0
142,2,0
142,2,0
142,2,0
142,0,0
142,0,0
142,0,0
142,4,5
142,2,0
142,2,0
142,4,5
142,0,0
142,2,0
142,2,0
142,0,0
142,4,5
142,0,0
142,2,0
142,0,0
142,0,0
142,0,0
309,18,61
203,18,80
22,12,32
79,18,78
26,14,35
34,16,44
23,13,39
22,12,33
44,16,44
19,12,27
18,2,0
14,6,9
309,16,46
18,14,35
85,14,35
14,6,9
20,8,14
36,15,42
203,16,51
79,16,43
18,12,27
19,12,27
17,12,27
43,16,49
309,11,24
93,12,37
23,12,37
22,12,31
15,10,26
13,6,9
13,10,20
8,4,5
309,28,125
203,28,118
125,28,125
86,28,127
94,28,127
26,10,20
27,16,44
43,26,113
25,8,14
25,4,5
24,4,5
23,2,0
23,0,0
12,4,5
37,4,5
8,2,0
309,16,61
17,8,14
63,16,43
94,16,54
16,4,5
15,0,0
309,31,159
203,28,139
45,27,112
36,12,27
33,9,24
40,25,97
36,14,42
41,30,132
41,30,142
34,10,25
40,28,115
34,6,9
35,12,34
32,8,14
33,10,20
33,10,20
33,8,19
47,30,165
36,14,42
309,14,35
203,14,35
12,6,9
203,8,19
309,6,9
203,6,9
309,22,99
203,22,98
25,8,14
25,6,9
24,4,5
94,21,74
30,16,42
23,8,14
27,15,42
23,8,14
27,6,9
23,2,0
23,0,0
309,14,35
203,14,41
41,14,35
15,6,9
14,4,5
14,6,9
13,2,0
13,2,0
8,8,14
8,8,14
14,6,9
4,4,5
4,4,5
10,6,9
203,10,23
13,6,9
11,4,5
93,10,20
10,6,9
8,4,5
7,2,0
309,16,57
203,16,57
15,8,14
16,8,19
17,10,20
309,6,9
203,6,9
309,2,0
9,2,0
9,2,0
93,2,0
8,4,5
203,8,17
79,8,14
17,6,9
309,24,100
63,22,77
86,24,100
43,22,78
22,4,5
24,10,20
24,10,20
24,8,14
23,6,9
22,4,5
22,0,0
22,0,0
27,8,14
85,10,20
10,4,5
10,4,5
309,17,53
309,4,5
309,16,51
309,16,44
309,30,178
309,48,415
309,8,14
309,16,61
309,16,53
309,16,61
309,14,35
309,34,207
309,8,14
309,44,321
309,16,53
309,42,299
309,18,60
309,38,259
309,6,9
309,16,44
309,4,5
309,16,50
309,30,157
309,38,266
309,2,0
309,8,16
309,14,48
309,11,32
309,6,9
309,4,5
309,2,0
309,14,35
309,12,32
309,10,30
309,5,6
309,12,28
309,18,84
309,8,14
309,6,9
309,6,9
309,10,20
309,32,177
309,4,5
309,8,14
309,32,167
309,8,14
309,30,146
309,4,5
309,10,20
309,24,105
309,12,27
309,5,6
309,10,20
309,10,20
309,8,14
309,13,39
309,4,5
309,35,221
309,27,116
309,2,0
309,4,5
309,4,5
309,15,45
309,18,61
309,6,13
309,4,5
309,14,35
309,16,50
309,20,69
309,12,31
309,4,6
309,4,5
309,4,5
309,8,14
309,2,0
309,34,224
309,6,9
309,6,9
309,10,26
309,4,5
309,2,0
309,4,5
309,8,15
309,8,14
309,4,5
309,9,19
309,20,80
309,6,9
309,8,19
309,9,17
309,8,14
309,4,5
309,6,9
309,2,0
309,12,27
309,2,0
309,4,5
309,12,24
309,15,39
309,2,0
309,2,0
309,4,5
309,6,9
309,10,21
309,8,14
309,4,5
309,4,6
309,13,39
309,4,5
309,4,5
309,4,5
309,4,5
309,2,0
309,8,14
309,15,52
309,6,9
309,4,6
309,2,0
309,4,5
309,6,9
309,8,14
309,4,5
309,4,5
309,8,14
309,4,5
309,4,5
309,4,5
309,4,5
309,8,16
309,4,5
309,2,0
309,0,0
309,0,0
309,2,0
309,0,0
309,0,0
309,0,0
309,2,0
309,0,0
309,0,0
309,6,9
309,0,0
309,2,0
309,0,0
309,2,0
309,2,0
309,0,0
309,0,0
309,2,0
309,2,0
309,0,0
309,0,0
309,0,0
309,0,0
309,2,0
309,2,0
309,0,0
309,0,0
309,4,5
309,2,0
309,2,0
309,4,5
309,0,0
309,2,0
309,0,0
309,6,9
309,6,9
309,4,5
309,2,0
309,0,0
309,0,0
309,2,0
309,2,0
309,0,0
309,8,14
309,0,0
309,2,0
309,0,0
309,0,0
309,0,0
309,2,0
309,0,0
309,2,0
309,2,0
309,6,9
309,2,0
309,2,0
309,2,0
309,2,0
309,0,0
309,2,0
309,0,0
309,0,0
309,2,0
309,2,0
309,2,0
309,0,0
309,2,0
309,0,0
309,0,0
309,0,0
309,0,0
309,4,5
309,0,0
309,0,0
309,0,0
309,0,0
309,0,0
309,0,0
309,2,0
309,0,0
309,2,0
309,0,0
309,2,0
309,0,0
309,0,0
309,0,0
309,0,0
309,0,0
309,0,0
309,0,0
309,6,9
309,0,0
309,2,0
309,0,0
309,0,0
309,2,0
309,2,0
309,0,0
309,0,0
309,0,0
309,0,0
309,6,9
309,2,0
309,4,5
309,0,0
309,0,0
309,6,9
309,0,0
309,0,0
309,0,0
309,4,5
309,0,0
309,6,12
309,0,0
309,0,0
309,0,0
309,2,0
309,0,0
309,0,0
309,0,0
309,2,0
309,6,9
125,17,66
85,17,66
41,16,57
17,12,33
19,11,26
12,2,0
203,16,44
30,14,35
125,17,61
94,17,61
93,4,5
62,15,40
85,16,47
17,9,19
24,9,19
203,10,25
11,8,14
93,10,20
9,4,5
9,4,5
9,0,0
203,16,44
94,16,44
203,6,9
9,4,5
20,8,14
13,4,5
203,30,172
64,24,90
125,30,158
86,28,145
32,8,14
34,9,16
49,17,52
32,8,14
37,14,36
33,12,30
32,8,14
31,2,0
31,4,5
31,0,0
31,2,0
125,10,20
18,8,14
9,2,0
203,12,31
203,16,61
203,16,53
203,16,61
203,14,35
203,33,182
203,6,9
203,43,313
203,16,53
203,4,5
203,8,15
203,42,287
203,18,53
203,34,215
203,16,44
203,6,9
203,6,9
203,16,50
203,30,170
203,37,266
203,19,69
203,14,48
203,8,14
203,11,32
203,6,9
203,8,14
203,8,19
203,12,32
203,4,5
203,18,84
203,4,5
203,8,14
203,24,100
203,14,39
203,28,130
203,10,20
203,30,148
203,10,25
203,10,20
203,22,84
203,12,27
203,10,20
203,10,20
203,4,5
203,6,9
203,8,19
203,12,34
203,2,0
203,14,41
203,9,19
203,33,207
203,6,9
203,6,11
203,15,46
203,4,5
203,14,34
203,2,0
203,6,9
203,16,50
203,20,74
203,8,14
203,8,14
203,31,182
203,12,35
203,2,0
203,6,9
203,4,5
203,6,9
203,8,14
203,11,29
203,4,5
203,4,5
203,4,5
203,8,14
203,2,0
203,2,0
203,2,0
203,6,9
203,8,17
203,4,5
203,6,9
203,2,0
203,12,27
203,4,5
203,2,0
203,15,46
203,13,29
203,6,9
203,8,14
203,6,9
203,2,0
203,4,5
203,6,9
203,4,5
203,6,9
203,12,30
203,6,9
203,2,0
203,8,14
203,2,0
203,4,5
203,6,9
203,2,0
203,2,0
203,2,0
203,2,0
203,2,0
203,0,0
203,0,0
203,0,0
203,0,0
203,2,0
203,0,0
203,0,0
203,0,0
203,0,0
203,2,0
203,3,0
203,0,0
203,2,0
203,0,0
203,0,0
203,0,0
203,0,0
203,0,0
203,0,0
203,0,0
203,0,0
203,0,0
203,0,0
203,0,0
203,0,0
203,0,0
203,0,0
203,0,0
203,0,0
203,8,14
203,0,0
203,0,0
62,10,23
20,10,22
17,8,13
21,6,9
1,0,0
93,8,14
18,16,53
18,16,61
18,16,53
17,16,44
79,13,42
18,12,27
16,12,32
16,8,14
15,12,27
11,2,0
85,4,5
6,2,0
6,2,0
18,16,53
18,16,53
17,16,44
9,2,0
5,2,0
5,2,0
18,16,53
17,16,44
10,2,0
10,2,0
40,4,5
8,8,14
125,32,169
87,32,176
81,18,59
94,32,166
62,11,25
62,8,14
62,8,14
62,10,33
62,12,39
61,6,9
61,8,19
63,18,57
62,10,24
61,8,14
62,12,43
61,8,14
61,10,20
61,10,20
61,10,20
61,10,20
61,10,20
61,4,5
61,4,5
61,6,9
62,6,9
61,4,5
61,2,0
61,2,0
61,4,5
61,2,0
61,4,5
61,6,9
61,6,9
61,4,5
61,4,5
61,0,0
61,0,0
61,4,5
61,0,0
61,0,0
4,2,0
125,8,14
40,10,20
125,22,102
94,21,100
30,8,14
29,12,26
30,16,62
29,14,53
25,14,35
25,14,35
25,14,35
23,4,5
23,0,0
15,2,0
8,2,0
8,0,0
13,4,5
126,41,288
125,6,9
126,37,266
125,8,16
125,11,26
125,14,35
125,12,28
125,6,9
125,8,14
125,8,14
125,6,9
125,13,43
125,32,181
125,2,0
125,15,40
125,6,9
125,8,14
125,10,24
125,17,50
125,4,5
125,9,19
125,19,76
125,4,5
125,10,21
125,12,39
125,13,33
125,2,0
125,4,5
125,14,39
125,4,5
125,0,0
125,10,20
125,6,9
125,2,0
125,4,5
125,0,0
125,4,5
125,6,9
125,4,5
125,4,5
125,0,0
125,2,0
125,2,0
125,0,0
125,6,9
125,0,0
125,0,0
125,2,0
125,4,5
125,0,0
125,0,0
125,6,9
125,8,15
125,0,0
125,4,5
125,0,0
125,15,50
125,4,5
125,10,20
125,8,14
125,2,0
125,2,0
125,6,9
125,2,0
125,2,0
125,2,0
125,2,0
125,2,0
125,2,0
125,7,11
125,4,5
125,6,9
125,4,5
125,2,0
125,0,0
125,6,9
125,4,5
125,4,5
125,0,0
125,0,0
125,0,0
125,8,15
125,4,5
125,0,0
125,4,5
125,6,9
125,4,5
125,2,0
125,4,5
125,0,0
125,2,0
17,16,44
9,6,9
9,2,0
9,0,0
85,18,60
95,36,242
85,14,35
85,10,25
85,8,14
85,16,47
84,2,0
85,10,33
86,32,196
85,6,9
85,6,9
85,4,5
85,6,9
85,12,40
85,14,35
84,2,0
85,6,9
84,4,5
85,8,14
85,6,9
85,10,23
85,10,24
85,6,9
85,10,20
85,10,20
85,8,14
84,4,5
84,2,0
85,10,23
85,4,6
85,13,33
85,8,14
85,14,39
84,4,5
84,4,5
84,2,0
84,3,0
85,6,9
84,4,5
84,2,0
84,4,5
84,6,9
84,10,20
84,10,20
84,4,5
84,0,0
84,2,0
85,4,5
84,10,20
85,4,6
41,17,50
17,8,19
16,8,14
16,4,5
80,30,144
78,8,14
78,8,14
78,8,14
79,28,137
79,14,35
79,30,153
79,31,160
79,20,72
79,30,146
79,24,109
79,16,60
80,19,62
79,28,130
79,14,35
78,14,45
79,12,33
78,6,9
79,12,34
79,10,24
79,34,224
78,11,26
78,8,14
78,8,14
78,4,5
78,8,14
78,8,14
78,4,5
78,2,0
78,4,5
78,2,0
78,6,9
78,12,27
78,2,0
78,9,19
78,2,0
79,12,27
78,12,27
79,15,44
78,8,14
78,4,5
78,8,14
78,8,17
78,6,9
78,4,5
79,9,19
78,2,0
78,4,5
78,0,0
78,0,0
78,2,0
78,4,5
78,2,0
78,0,0
78,2,0
10,0,0
4,0,0
14,5,7
40,10,25
20,10,25
12,8,15
10,6,9
93,2,0
42,10,20
18,6,9
14,4,5
13,0,0
13,4,5
12,2,0
12,2,0
11,2,0
11,2,0
11,2,0
43,18,65
44,24,87
40,10,26
46,27,125
40,8,14
39,4,6
41,14,35
42,16,44
41,14,35
39,8,14
40,10,20
41,12,36
50,28,129
41,10,20
41,10,20
39,2,0
40,6,9
39,2,0
40,8,14
93,12,27
93,2,0
93,12,27
93,16,44
94,32,164
93,6,11
93,4,5
93,14,40
94,20,69
93,4,5
93,4,5
93,14,63
93,4,5
93,12,30
93,4,5
93,2,0
93,8,14
93,16,60
93,13,29
93,6,9
93,2,0
93,6,9
93,14,33
93,2,0
93,2,0
93,4,5
93,4,5
93,2,0
93,12,34
93,4,5
93,0,0
93,2,0
93,0,0
93,11,20
93,2,0
93,0,0
93,2,0
93,4,5
93,4,5
93,12,34
93,6,9
93,0,0
93,12,27
93,0,0
93,2,0
93,2,0
93,0,0
93,12,34
93,4,5
93,12,34
20,6,9
34,14,35
19,8,15
18,6,9
18,4,5
19,0,0
12,4,5
7,2,0
14,8,14
2,0,0
12,10,20
5,0,0
4,4,5
8,8,14
8,8,14
8,8,14
5,2,0
5,0,0
5,0,0
5,4,5
11,8,14
12,9,24
9,8,14
10,8,19
15,4,5
14,6,9
15,6,9
14,4,5
14,6,9
7,4,5
7,2,0
18,4,5
6,0,0
24,8,14
11,2,0
40,8,14
23,4,5
5,2,0
24,8,14
17,6,9
11,4,5
30,10,20
8,2,0
40,10,20
36,16,44
20,8,14
20,2,0
23,14,34
20,8,14
44,16,44
20,4,5
21,8,14
9,8,14
39,27,114
35,28,114
33,22,75
33,24,101
25,10,20
29,10,20
25,10,20
45,29,153
26,12,27
4,4,5
4,4,5
9,2,0
8,4,5
8,4,5
31,14,35
33,14,42
17,12,27
4,4,5
11,10,20
11,10,20
15,10,26
30,11,26
40,30,145
37,30,132
33,16,44
28,6,9
46,32,169
30,10,20
28,4,5
28,0,0
28,4,5
28,0,0
10,6,9
11,6,9
15,8,14
12,8,14
21,4,5
4,4,5
4,2,0
8,4,5
7,2,0
39,30,130
30,10,20
32,14,35
35,13,33
29,4,5
47,32,180
32,14,42
29,4,5
28,0,0
44,20,65
18,8,14
17,6,9
16,2,0
22,12,27
13,10,25
32,28,117
23,10,20
23,10,20
45,30,161
22,4,5
21,0,0
2,2,0
39,4,5
9,2,0
30,23,88
24,8,14
22,8,15
26,14,38
44,24,100
23,8,14
22,8,17
21,2,0
39,12,27
7,0,0
5,2,0
14,12,33
13,12,27
9,4,5
4,2,0
10,6,9
13,12,27
7,2,0
6,2,0
9,4,5
8,4,5
15,8,14
8,8,14
11,10,20
6,4,5
40,16,44
16,8,14
12,2,0
11,8,14
12,8,19
8,4,5
6,6,9
6,6,9
18,12,33
14,4,5
16,12,27
17,10,29
12,10,20
12,10,20
11,10,20
10,4,5
6,4,5
14,8,19
14,6,9
37,8,14
38,13,33
37,2,0
39,14,39
37,2,0
37,2,0
21,4,5
44,28,130
23,12,27
22,4,5
21,0,0
13,4,5
3,2,0
5,4,5
40,8,19
17,7,13
10,6,9
9,8,14
7,2,0
10,10,20
20,4,5
6,4,5
4,4,5
4,4,5
43,13,33
26,8,14
19,6,9
18,4,5
16,2,0
16,0,0
16,0,0
18,10,20
17,8,17
12,4,5
5,4,5
7,6,9
6,2,0
5,2,0
18,8,14
16,8,14
22,12,30
16,8,14
15,4,5
15,4,5
21,9,19
14,8,14
4,2,0
11,4,5
4,4,5
15,12,27
9,6,9
5,0,0
14,10,20
6,6,9
41,10,20
15,8,14
13,2,0
2,2,0
24,11,23
23,4,5
39,2,0
23,2,0
23,4,5
23,4,5
23,2,0
23,2,0
23,4,5
23,4,5
23,4,5
23,2,0
23,0,0
23,0,0
23,4,5
23,4,5
23,0,0
8,4,5
2,2,0
13,6,9
14,10,20
9,2,0
16,9,19
15,9,19
13,4,5
14,8,14
13,2,0
40,8,14
15,10,20
15,10,20
14,10,20
4,4,5
9,4,5
21,9,19
20,10,20
23,14,50
20,10,20
21,14,35
21,14,35
21,14,35
8,0,0
9,0,0
9,0,0
13,2,0
12,2,0
13,4,5
13,2,0
2,0,0
8,8,14
8,8,14
2,2,0
8,8,14
2,2,0
3,2,0
20,2,0
4,2,0
7,2,0
2,2,0
6,6,9
6,6,9
7,6,9
4,2,0
7,6,9
16,6,9
8,6,9
12,6,9
12,6,9
12,6,9
12,2,0
12,0,0
8,4,5
2,2,0
4,2,0
5,4,5
2,2,0
8,4,5
16,8,14
4,4,5
10,10,20
7,4,5
6,2,0
6,2,0
6,0,0
20,2,0
20,2,0
20,2,0
3,0,0
9,8,14
8,2,0
17,4,5
18,6,9
9,2,0
6,6,9
7,6,9
11,8,14
6,6,9
6,6,9
10,10,20
10,10,20
11,10,20
10,4,5
10,4,5
4,2,0
2,2,0
4,2,0
7,6,9
11,8,14
21,8,14
10,8,14
20,12,30
25,12,31
20,12,34
21,10,26
20,12,34
20,6,9
20,12,27
20,12,34
20,12,34
20,10,20
16,6,9
8,6,9
13,12,27
13,12,27
13,12,27
13,12,27
18,8,15
16,0,0
10,10,20
11,10,20
7,4,5
7,2,0
6,6,9
11,10,20
6,6,9
11,8,14
16,8,15
12,6,9
9,2,0
9,0,0
2,2,0
11,4,5
6,4,5
15,6,9
15,8,14
15,6,9
3,2,0
7,2,0
2,2,0
6,4,5
6,2,0
6,2,0
16,10,20
11,6,9
2,2,0
7,2,0
21,10,26
19,6,9
20,10,20
2,2,0
4,4,5
19,8,14
9,8,14
8,2,0
10,10,20
10,10,20
10,10,20
8,4,5
4,4,5
20,10,20
10,10,20
2,2,0
5,4,5
7,4,5
9,4,5
5,4,5
8,6,9
7,2,0
20,10,20
19,4,5
21,14,35
21,14,35
21,14,35
18,8,14
10,6,7
6,4,5
9,2,0
9,0,0
9,4,5
9,0,0
5,4,5
1,0,0
6,4,5
1,0,0
6,6,9
6,6,9
2,2,0
2,2,0
2,2,0
6,6,9
6,6,9
6,6,9
6,6,9
5,2,0
5,2,0
6,4,5
5,4,5
3,2,0
6,6,9
6,6,9
2,0,0
6,6,9
4,4,5
4,4,5
6,6,9
14,14,35
14,14,35
14,14,35
2,2,0
0,0,0
1,0,0
4,4,5
3,2,0
0,0,0
13,12,34
13,12,27
13,12,34
13,12,34
4,4,5
12,10,20
4,4,5
13,12,27
13,12,34
13,12,34
13,12,27
13,12,27
4,2,0
3,0,0
13,12,34
2,2,0
2,2,0
5,2,0
8,6,9
7,4,5
7,6,9
7,6,9
7,2,0
7,2,0
5,4,5
5,4,5
4,0,0
4,4,5
3,2,0
5,4,5
6,4,5
4,2,0
6,4,5
2,2,0
2,2,0
2,2,0
1,0,0
2,2,0
2,2,0
2,2,0
2,2,0
4,4,5
4,4,5
4,4,5
0,0,0
2,2,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,2,0
2,2,0
2,2,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
